Lugar;Algoritmo;RMSE;R2
28 Millas;ESN;767.1624716;0.424140183
La Rita;SVR - linear kernel;767.2425063;0.562242687
28 Millas;ESN;767.2586339;0.37220234
28 Millas;ESN;767.2872016;0.35163591
La Rita;Ridge regression;767.4017846;0.560483978
La Rita;Ridge regression;767.4017846;0.560483978
La Rita;Ridge regression;767.4017846;0.560483978
La Rita;Ridge regression;767.4017846;0.560483978
La Rita;SVR - linear kernel;767.540685;0.536229111
28 Millas;SVR - linear kernel;767.7504356;0.485694529
28 Millas;ESN;767.9200969;0.347807165
28 Millas;ESN;767.9200969;0.347807165
La Rita;SVR - linear kernel;767.9800803;0.538086166
28 Millas;ESN;768.0094937;0.378509097
28 Millas;ESN;768.0094937;0.378509097
28 Millas;ESN;768.0094937;0.378509097
28 Millas;ESN;769.0109239;0.394203073
28 Millas;ESN;769.0109239;0.394203073
La Rita;SVR - linear kernel;769.0184269;0.562739812
28 Millas;ESN;769.104291;0.40246987
28 Millas;ESN;769.104291;0.40246987
28 Millas;ESN;769.104291;0.40246987
28 Millas;ESN;769.1508601;0.34713522
28 Millas;ESN;769.2050817;0.41235967
28 Millas;ESN;769.2050817;0.41235967
28 Millas;ESN;769.2050817;0.41235967
La Rita;SVR - linear kernel;769.3187355;0.586543775
La Rita;Linear regression;769.4206891;0.560257884
La Rita;Linear regression;769.4206891;0.560257884
La Rita;Linear regression;769.4206891;0.560257884
La Rita;Linear regression;769.4206891;0.560257884
La Rita;SVR - linear kernel;769.5827152;0.569818612
28 Millas;ESN;769.6050948;0.397339903
28 Millas;ESN;769.6050948;0.397339903
28 Millas;SVR - linear kernel;769.7248155;0.431775111
La Rita;SVR - linear kernel;769.7340857;0.552918257
28 Millas;ESN;769.8043469;0.400222108
28 Millas;ESN;769.8043469;0.400222108
28 Millas;ESN;770.4250067;0.370726539
28 Millas;ESN;770.4250067;0.370726539
28 Millas;ESN;770.4969133;0.359485004
28 Millas;ESN;770.4969133;0.359485004
La Rita;SVR - linear kernel;770.5061123;0.585209256
28 Millas;SVR - linear kernel;770.5276038;0.53243753
La Rita;Ridge regression;770.7384998;0.558381671
La Rita;Ridge regression;770.7384998;0.558381671
La Rita;Ridge regression;770.7384998;0.558381671
La Rita;SVR - linear kernel;770.9092688;0.570800061
La Rita;Linear regression;770.9119565;0.558360296
La Rita;Linear regression;770.9119565;0.558360296
La Rita;Linear regression;770.9119565;0.558360296
La Rita;SVR - linear kernel;770.9409801;0.583053401
28 Millas;ESN;770.9423516;0.355711153
28 Millas;ESN;770.9423516;0.355711153
28 Millas;ESN;770.9423516;0.355711153
28 Millas;ESN;770.9423516;0.355711153
La Rita;SVR - linear kernel;770.9468531;0.58000783
28 Millas;ESN;771.1256281;0.449554815
28 Millas;ESN;771.3185095;0.330056195
28 Millas;ESN;771.3185095;0.330056195
28 Millas;ESN;771.3185095;0.330056195
28 Millas;SVR - linear kernel;771.5466213;0.470494902
28 Millas;SVR - linear kernel;771.5606644;0.513323746
28 Millas;ESN;771.5733574;0.404973711
28 Millas;SVR - linear kernel;771.8997409;0.464156333
28 Millas;ESN;772.1473927;0.385431739
28 Millas;ESN;772.1473927;0.385431739
28 Millas;ESN;772.1473927;0.385431739
28 Millas;ESN;772.1473927;0.385431739
28 Millas;ESN;772.2094944;0.363870359
28 Millas;ESN;772.2094944;0.363870359
La Rita;SVR - linear kernel;772.2343754;0.57527111
28 Millas;ESN;772.3594421;0.346237933
28 Millas;ESN;772.3594421;0.346237933
28 Millas;ESN;772.3594421;0.346237933
28 Millas;ESN;772.6105263;0.458001191
28 Millas;ESN;772.6105263;0.458001191
28 Millas;ESN;772.6105263;0.458001191
28 Millas;ESN;772.6105263;0.458001191
La Rita;SVR - linear kernel;772.6380301;0.582486031
28 Millas;ESN;772.8709009;0.410595997
28 Millas;ESN;772.8709009;0.410595997
28 Millas;SVR - linear kernel;772.9151137;0.519041935
28 Millas;ESN;773.0178802;0.471521659
28 Millas;ESN;773.0178802;0.471521659
28 Millas;ESN;773.0286014;0.426381804
28 Millas;ESN;773.0286014;0.426381804
28 Millas;ESN;773.0286014;0.426381804
28 Millas;ESN;773.0286014;0.426381804
28 Millas;ESN;773.1972165;0.369981684
28 Millas;ESN;773.1972165;0.369981684
La Rita;SVR - linear kernel;773.2286911;0.582603177
28 Millas;ESN;773.37357;0.394010565
28 Millas;ESN;773.37357;0.394010565
28 Millas;ESN;773.37357;0.394010565
28 Millas;ESN;773.4453113;0.417847091
28 Millas;ESN;773.4453113;0.417847091
28 Millas;ESN;773.7864443;0.370262549
28 Millas;ESN;773.7864443;0.370262549
28 Millas;ESN;773.7864443;0.370262549
28 Millas;ESN;773.796567;0.395281797
28 Millas;ESN;773.796567;0.395281797
28 Millas;ESN;773.796567;0.395281797
28 Millas;ESN;773.796567;0.395281797
28 Millas;ESN;773.9056878;0.355238262
28 Millas;ESN;773.9056878;0.355238262
28 Millas;ESN;773.9924303;0.409384494
28 Millas;ESN;773.9924303;0.409384494
28 Millas;ESN;773.9924303;0.409384494
28 Millas;ESN;773.9924303;0.409384494
28 Millas;SVR - linear kernel;774.0471208;0.40563442
28 Millas;ESN;774.485158;0.378589551
28 Millas;ESN;774.485158;0.378589551
28 Millas;ESN;774.485158;0.378589551
28 Millas;ESN;774.485158;0.378589551
28 Millas;ESN;774.8690736;0.356262165
28 Millas;ESN;774.8690736;0.356262165
28 Millas;ESN;774.8690736;0.356262165
28 Millas;ESN;774.8690736;0.356262165
28 Millas;SVR - linear kernel;774.8879069;0.432997085
28 Millas;SVR - linear kernel;774.9218829;0.521276759
28 Millas;ESN;775.0506634;0.405073618
28 Millas;ESN;775.0506634;0.405073618
28 Millas;ESN;775.0506634;0.405073618
28 Millas;SVR - linear kernel;775.0574354;0.43838789
28 Millas;ESN;775.0672381;0.409794379
28 Millas;SVR - linear kernel;775.2113081;0.479787143
La Rita;SVR - linear kernel;775.3052432;0.606163607
28 Millas;ESN;775.5227476;0.345558271
28 Millas;ESN;775.5227476;0.345558271
28 Millas;ESN;775.5227476;0.345558271
28 Millas;ESN;775.5227476;0.345558271
28 Millas;ESN;775.6709331;0.400450278
28 Millas;ESN;775.9298272;0.370513862
28 Millas;ESN;775.9298272;0.370513862
28 Millas;SVR - linear kernel;776.1700748;0.445422146
28 Millas;SVR - linear kernel;776.7828114;0.445765152
28 Millas;ESN;776.8268248;0.351567995
28 Millas;ESN;776.8268248;0.351567995
28 Millas;ESN;776.8648171;0.35810122
28 Millas;ESN;776.8744773;0.396691673
28 Millas;ESN;776.9268197;0.358374768
28 Millas;ESN;776.9268197;0.358374768
28 Millas;ESN;777.0963962;0.349927883
28 Millas;ESN;777.0963962;0.349927883
La Rita;SVR - linear kernel;777.2898113;0.58345522
28 Millas;SVR - linear kernel;777.6114254;0.496419502
28 Millas;ESN;777.6662653;0.384445211
28 Millas;ESN;777.6662653;0.384445211
28 Millas;ESN;777.7138466;0.380083364
28 Millas;ESN;777.7138466;0.380083364
28 Millas;ESN;777.7138466;0.380083364
La Rita;Ridge regression;777.9492735;0.561524579
La Rita;Ridge regression;777.9492735;0.561524579
La Rita;Ridge regression;777.9492735;0.561524579
La Rita;Ridge regression;777.9492735;0.561524579
28 Millas;ESN;778.2478562;0.401653886
28 Millas;ESN;778.2478562;0.401653886
28 Millas;ESN;778.2478562;0.401653886
La Rita;Ridge regression;778.2624499;0.563291227
La Rita;Ridge regression;778.2624499;0.563291227
La Rita;Ridge regression;778.2624499;0.563291227
La Rita;Ridge regression;778.2624499;0.563291227
28 Millas;SVR - linear kernel;778.2913828;0.41752739
La Rita;SVR - linear kernel;778.3915591;0.576306361
28 Millas;SVR - linear kernel;778.4848938;0.490155635
28 Millas;ESN;778.5619981;0.392363842
28 Millas;ESN;778.5619981;0.392363842
28 Millas;ESN;778.5791039;0.353523399
28 Millas;ESN;778.5791039;0.353523399
28 Millas;ESN;778.5791039;0.353523399
28 Millas;ESN;778.5791039;0.353523399
La Rita;Ridge regression;778.5858316;0.555438935
La Rita;Ridge regression;778.5858316;0.555438935
28 Millas;SVR - linear kernel;778.6271076;0.499568947
28 Millas;ESN;778.7927458;0.349863002
28 Millas;ESN;778.7927458;0.349863002
28 Millas;ESN;778.7927458;0.349863002
28 Millas;ESN;778.7927458;0.349863002
La Rita;SVR - linear kernel;778.8717269;0.605125221
La Rita;SVR - linear kernel;778.8854912;0.583624526
La Rita;SVR - linear kernel;778.9348508;0.565536546
28 Millas;ESN;778.9569584;0.341724241
28 Millas;ESN;778.9569584;0.341724241
28 Millas;ESN;778.9569584;0.341724241
28 Millas;ESN;778.9608855;0.471425503
28 Millas;ESN;778.9608855;0.471425503
28 Millas;ESN;778.9608855;0.471425503
28 Millas;ESN;778.9608855;0.471425503
La Rita;SVR - linear kernel;779.1850631;0.585632765
28 Millas;ESN;779.231213;0.359767078
28 Millas;ESN;779.231213;0.359767078
28 Millas;ESN;779.231213;0.359767078
28 Millas;ESN;779.231213;0.359767078
28 Millas;SVR - linear kernel;779.4433293;0.436404679
La Rita;SVR - linear kernel;779.9030898;0.566427084
28 Millas;ESN;780.0101219;0.413704997
28 Millas;ESN;780.0101219;0.413704997
28 Millas;ESN;780.0101219;0.413704997
28 Millas;SVR - linear kernel;780.0914046;0.439547813
28 Millas;ESN;780.1195045;0.40590174
28 Millas;ESN;780.1697017;0.424218522
28 Millas;ESN;780.1697017;0.424218522
28 Millas;ESN;780.1697017;0.424218522
28 Millas;ESN;780.1697017;0.424218522
28 Millas;SVR - linear kernel;780.171479;0.422441271
28 Millas;ESN;780.2793834;0.372390171
28 Millas;ESN;780.2793834;0.372390171
28 Millas;ESN;780.2793834;0.372390171
28 Millas;ESN;780.3039481;0.369395811
La Rita;Linear regression;780.4656139;0.561338578
La Rita;Linear regression;780.4656139;0.561338578
La Rita;Linear regression;780.4656139;0.561338578
La Rita;Linear regression;780.4656139;0.561338578
28 Millas;ESN;780.5175435;0.445416462
28 Millas;ESN;780.5175435;0.445416462
28 Millas;ESN;780.5175435;0.445416462
28 Millas;ESN;780.5175435;0.445416462
28 Millas;SVR - linear kernel;780.6629681;0.453344965
La Rita;Linear regression;780.9891836;0.56308195
La Rita;Linear regression;780.9891836;0.56308195
La Rita;Linear regression;780.9891836;0.56308195
La Rita;Linear regression;780.9891836;0.56308195
28 Millas;ESN;780.99564;0.415752732
28 Millas;ESN;780.99564;0.415752732
28 Millas;ESN;780.99564;0.415752732
28 Millas;ESN;780.99564;0.415752732
La Rita;SVR - linear kernel;781.074456;0.57461347
28 Millas;ESN;781.3456518;0.397142103
28 Millas;ESN;781.3456518;0.397142103
28 Millas;ESN;781.3456518;0.397142103
28 Millas;ESN;781.3490768;0.372880433
28 Millas;ESN;781.3490768;0.372880433
28 Millas;ESN;781.3490768;0.372880433
28 Millas;ESN;781.3490768;0.372880433
La Rita;Ridge regression;781.3601902;0.560531863
La Rita;Ridge regression;781.3601902;0.560531863
La Rita;Ridge regression;781.3601902;0.560531863
28 Millas;ESN;781.3611616;0.373887105
28 Millas;ESN;781.3611616;0.373887105
28 Millas;ESN;781.3998596;0.39122402
28 Millas;ESN;781.3998596;0.39122402
28 Millas;ESN;781.3998596;0.39122402
28 Millas;ESN;781.3998596;0.39122402
28 Millas;ESN;781.5010153;0.335780144
La Rita;SVR - linear kernel;781.6165252;0.581554249
La Rita;Linear regression;781.6283139;0.560545987
La Rita;Linear regression;781.6283139;0.560545987
La Rita;Linear regression;781.6283139;0.560545987
28 Millas;ESN;781.7497557;0.457067644
28 Millas;ESN;781.7497557;0.457067644
28 Millas;ESN;781.7497557;0.457067644
28 Millas;ESN;781.7607025;0.435678439
La Rita;SVR - linear kernel;781.7734541;0.590139049
28 Millas;ESN;781.8527608;0.419347075
28 Millas;ESN;781.8527608;0.419347075
La Rita;SVR - linear kernel;782.380269;0.579261246
La Rita;Ridge regression;782.3917934;0.558217264
La Rita;Ridge regression;782.3917934;0.558217264
La Rita;Ridge regression;782.3917934;0.558217264
28 Millas;ESN;782.4047712;0.400017843
28 Millas;ESN;782.5729892;0.329566006
La Rita;Linear regression;782.6413026;0.558216266
La Rita;Linear regression;782.6413026;0.558216266
La Rita;Linear regression;782.6413026;0.558216266
28 Millas;ESN;782.7085187;0.388704068
28 Millas;ESN;782.7731325;0.390769421
28 Millas;ESN;782.7731325;0.390769421
28 Millas;ESN;782.7731325;0.390769421
28 Millas;ESN;782.7731325;0.390769421
La Rita;Linear regression;782.8754057;0.554660657
La Rita;Linear regression;782.8754057;0.554660657
28 Millas;ESN;782.9270991;0.375616124
28 Millas;ESN;782.9270991;0.375616124
28 Millas;ESN;782.9270991;0.375616124
28 Millas;ESN;783.0438294;0.370487778
La Rita;SVR - linear kernel;783.075867;0.596392231
28 Millas;SVR - linear kernel;783.1036981;0.477572633
La Rita;SVR - linear kernel;783.6435594;0.583402415
28 Millas;ESN;783.6830521;0.342589969
28 Millas;ESN;783.6830521;0.342589969
28 Millas;ESN;783.857437;0.347965241
28 Millas;ESN;783.857437;0.347965241
28 Millas;ESN;783.857437;0.347965241
28 Millas;ESN;783.857437;0.347965241
28 Millas;ESN;784.0361528;0.408670205
28 Millas;ESN;784.0361528;0.408670205
28 Millas;ESN;784.0487343;0.427943907
28 Millas;ESN;784.0487343;0.427943907
28 Millas;ESN;784.4032816;0.406268717
La Rita;Ridge regression;785.1072226;0.559989263
La Rita;Ridge regression;785.1072226;0.559989263
28 Millas;ESN;785.1849552;0.385924457
28 Millas;ESN;785.1849552;0.385924457
28 Millas;ESN;785.1849552;0.385924457
28 Millas;ESN;785.1849552;0.385924457
28 Millas;ESN;785.1884684;0.382087096
28 Millas;ESN;785.1884684;0.382087096
28 Millas;ESN;785.1884684;0.382087096
28 Millas;ESN;785.5449781;0.430617999
28 Millas;ESN;785.771527;0.427310279
28 Millas;ESN;785.771527;0.427310279
28 Millas;ESN;785.7989491;0.415890279
28 Millas;ESN;785.7989491;0.415890279
28 Millas;ESN;785.7989491;0.415890279
28 Millas;ESN;785.7989491;0.415890279
28 Millas;ESN;786.200825;0.372255462
28 Millas;ESN;786.200825;0.372255462
28 Millas;ESN;786.2312527;0.426054287
28 Millas;ESN;786.2312527;0.426054287
28 Millas;ESN;786.2312527;0.426054287
28 Millas;ESN;786.2312527;0.426054287
La Rita;SVR - linear kernel;786.5403433;0.588341127
28 Millas;ESN;786.6025654;0.392834532
28 Millas;ESN;786.6025654;0.392834532
28 Millas;ESN;786.6918844;0.384234387
28 Millas;ESN;786.7034791;0.374201853
28 Millas;ESN;786.7034791;0.374201853
28 Millas;ESN;786.7034791;0.374201853
28 Millas;SVR - linear kernel;786.7214058;0.466168394
28 Millas;ESN;786.7625939;0.404354724
28 Millas;ESN;786.7625939;0.404354724
28 Millas;ESN;786.7625939;0.404354724
28 Millas;ESN;786.8023407;0.337912425
28 Millas;ESN;786.8023407;0.337912425
28 Millas;ESN;786.8023407;0.337912425
28 Millas;ESN;786.8597621;0.401669655
28 Millas;ESN;786.976653;0.397509634
28 Millas;ESN;786.976653;0.397509634
28 Millas;ESN;786.976653;0.397509634
28 Millas;ESN;786.976653;0.397509634
28 Millas;ESN;786.9779263;0.412100992
28 Millas;ESN;786.9779263;0.412100992
28 Millas;ESN;787.1148229;0.395054915
28 Millas;ESN;787.1148229;0.395054915
28 Millas;ESN;787.1148229;0.395054915
28 Millas;ESN;787.1148229;0.395054915
28 Millas;ESN;787.3378114;0.350692253
28 Millas;ESN;787.5611681;0.391986749
28 Millas;ESN;787.5611681;0.391986749
28 Millas;ESN;787.5611681;0.391986749
28 Millas;ESN;787.5611681;0.391986749
28 Millas;ESN;787.8978445;0.415913834
28 Millas;ESN;787.8978445;0.415913834
28 Millas;ESN;788.0151593;0.408030262
28 Millas;ESN;788.0151593;0.408030262
28 Millas;ESN;788.0151593;0.408030262
28 Millas;ESN;788.0151593;0.408030262
La Rita;Ridge regression;788.0285232;0.551654395
28 Millas;ESN;788.0560746;0.398354894
28 Millas;ESN;788.0560746;0.398354894
28 Millas;ESN;788.0560746;0.398354894
28 Millas;ESN;788.0560746;0.398354894
28 Millas;ESN;788.2207373;0.36802468
28 Millas;ESN;788.2207373;0.36802468
28 Millas;ESN;788.2207373;0.36802468
La Rita;Linear regression;788.4450682;0.551581736
28 Millas;ESN;788.6736437;0.478186484
28 Millas;ESN;788.8391039;0.408396725
28 Millas;ESN;788.8391039;0.408396725
28 Millas;ESN;788.8399231;0.448716664
28 Millas;ESN;788.8399231;0.448716664
28 Millas;ESN;788.8399231;0.448716664
La Rita;SVR - linear kernel;788.8680549;0.560176046
28 Millas;ESN;789.0003346;0.42247542
28 Millas;ESN;789.0190123;0.373664193
28 Millas;ESN;789.0190123;0.373664193
28 Millas;ESN;789.0190123;0.373664193
28 Millas;ESN;789.0190123;0.373664193
28 Millas;ESN;789.0794757;0.346627088
28 Millas;ESN;789.0794757;0.346627088
28 Millas;ESN;789.0794757;0.346627088
28 Millas;ESN;789.1109524;0.398217139
28 Millas;ESN;789.1109524;0.398217139
28 Millas;ESN;789.1109524;0.398217139
28 Millas;ESN;789.2969689;0.355360375
28 Millas;ESN;789.2969689;0.355360375
28 Millas;ESN;789.2969689;0.355360375
28 Millas;SVR - linear kernel;789.3275566;0.508936341
28 Millas;ESN;789.7107582;0.341630695
La Rita;SVR - linear kernel;789.734435;0.583668873
28 Millas;ESN;789.7554979;0.404297363
28 Millas;ESN;789.7554979;0.404297363
28 Millas;ESN;789.7554979;0.404297363
28 Millas;ESN;789.7554979;0.404297363
La Rita;SVR - linear kernel;789.7791032;0.550910342
28 Millas;ESN;789.8642303;0.344814822
28 Millas;ESN;790.0624145;0.471655393
28 Millas;ESN;790.0624145;0.471655393
La Rita;SVR - linear kernel;790.0980979;0.578768966
28 Millas;ESN;790.1122613;0.326066299
28 Millas;ESN;790.1122613;0.326066299
28 Millas;ESN;790.3560256;0.439533724
La Rita;Linear regression;790.4801772;0.559282685
La Rita;Linear regression;790.4801772;0.559282685
28 Millas;ESN;790.7077166;0.427538881
28 Millas;ESN;790.7077166;0.427538881
28 Millas;ESN;790.816304;0.409274533
28 Millas;ESN;790.816304;0.409274533
28 Millas;ESN;790.816304;0.409274533
28 Millas;ESN;790.8443619;0.324106277
28 Millas;ESN;790.8443619;0.324106277
28 Millas;ESN;790.8443619;0.324106277
28 Millas;ESN;790.8443619;0.324106277
28 Millas;ESN;790.8572895;0.41527549
28 Millas;ESN;790.8572895;0.41527549
28 Millas;SVR - linear kernel;790.9091877;0.468320175
28 Millas;ESN;791.4969372;0.39940427
28 Millas;SVR - linear kernel;791.8688774;0.444611029
28 Millas;ESN;791.9319957;0.396283028
28 Millas;ESN;791.9319957;0.396283028
28 Millas;ESN;792.0186089;0.477817712
28 Millas;ESN;792.0186089;0.477817712
28 Millas;ESN;792.0681617;0.329498468
28 Millas;ESN;792.0681617;0.329498468
28 Millas;ESN;792.0833409;0.384668728
28 Millas;ESN;792.0833409;0.384668728
28 Millas;ESN;792.0833409;0.384668728
28 Millas;ESN;792.2074665;0.339463934
28 Millas;ESN;792.2074665;0.339463934
28 Millas;SVR - linear kernel;792.2168109;0.414156416
28 Millas;ESN;792.2478701;0.415713567
28 Millas;ESN;792.2478701;0.415713567
28 Millas;ESN;792.2478701;0.415713567
28 Millas;ESN;792.338541;0.41193371
28 Millas;ESN;792.338541;0.41193371
28 Millas;ESN;792.3627557;0.410990891
28 Millas;ESN;792.3627557;0.410990891
28 Millas;SVR - linear kernel;792.6390861;0.458867804
28 Millas;ESN;792.6626555;0.417613871
28 Millas;ESN;792.6626555;0.417613871
28 Millas;ESN;792.6626555;0.417613871
28 Millas;ESN;792.6626555;0.417613871
28 Millas;ESN;792.7362541;0.326157244
28 Millas;ESN;792.7362541;0.326157244
28 Millas;ESN;793.0227281;0.353257371
28 Millas;ESN;793.0227281;0.353257371
28 Millas;ESN;793.0227281;0.353257371
La Rita;SVR - linear kernel;793.1228628;0.576275508
La Rita;Ridge regression;793.2171476;0.562179985
La Rita;Ridge regression;793.2171476;0.562179985
La Rita;Ridge regression;793.2171476;0.562179985
La Rita;Ridge regression;793.2171476;0.562179985
28 Millas;ESN;793.2481715;0.385939058
28 Millas;ESN;793.2481715;0.385939058
28 Millas;SVR - linear kernel;793.3646659;0.455086886
28 Millas;ESN;793.4666558;0.33428176
28 Millas;ESN;793.4666558;0.33428176
28 Millas;ESN;793.4666558;0.33428176
28 Millas;SVR - linear kernel;793.6862598;0.492448713
28 Millas;ESN;793.7645887;0.396021712
28 Millas;ESN;793.7645887;0.396021712
28 Millas;ESN;793.7645887;0.396021712
28 Millas;ESN;793.8028805;0.468855445
28 Millas;ESN;793.8028805;0.468855445
28 Millas;ESN;793.8028805;0.468855445
28 Millas;ESN;793.8028805;0.468855445
28 Millas;ESN;794.0815082;0.326893721
28 Millas;ESN;794.0815082;0.326893721
28 Millas;ESN;794.0815082;0.326893721
28 Millas;ESN;794.0815082;0.326893721
28 Millas;ESN;794.1501701;0.363895311
28 Millas;ESN;794.1501701;0.363895311
28 Millas;ESN;794.1501701;0.363895311
28 Millas;ESN;794.1501701;0.363895311
La Rita;Ridge regression;794.2097012;0.556912443
28 Millas;SVR - linear kernel;794.4854384;0.433773389
La Rita;SVR - linear kernel;794.5085492;0.560897352
28 Millas;ESN;794.5284038;0.341289052
28 Millas;ESN;794.5284038;0.341289052
28 Millas;ESN;794.5284038;0.341289052
28 Millas;ESN;794.5284038;0.341289052
La Rita;Linear regression;794.6195052;0.556854763
28 Millas;ESN;794.7357525;0.35422303
28 Millas;ESN;794.8091931;0.410055525
28 Millas;ESN;794.8091931;0.410055525
28 Millas;ESN;794.8091931;0.410055525
28 Millas;ESN;794.8091931;0.410055525
28 Millas;ESN;794.9081341;0.399505114
La Rita;ElasticNet regression;794.9190602;0.463566265
La Rita;ElasticNet regression;794.9190602;0.463566265
La Rita;ElasticNet regression;794.9190602;0.463566265
La Rita;ElasticNet regression;794.9190602;0.463566265
28 Millas;ESN;794.9324877;0.373260872
28 Millas;ESN;795.0733964;0.333190506
28 Millas;ESN;795.0733964;0.333190506
28 Millas;ESN;795.0733964;0.333190506
28 Millas;ESN;795.0733964;0.333190506
28 Millas;ESN;795.2505013;0.399772171
La Rita;SVR - linear kernel;795.3646628;0.534683985
28 Millas;ESN;795.9549479;0.409768985
La Rita;SVR - linear kernel;795.9854057;0.560258781
La Rita;SVR - linear kernel;796.0051479;0.560428509
La Rita;SVR - linear kernel;796.0209536;0.553915364
La Rita;SVR - linear kernel;796.2414466;0.54605856
28 Millas;ESN;796.2580004;0.341605589
28 Millas;ESN;796.2580004;0.341605589
28 Millas;ESN;796.3136293;0.366232882
28 Millas;ESN;796.3136293;0.366232882
28 Millas;SVR - linear kernel;796.3900783;0.463089998
La Rita;Ridge regression;796.4741035;0.559835088
La Rita;Ridge regression;796.4741035;0.559835088
La Rita;Ridge regression;796.4741035;0.559835088
La Rita;SVR - linear kernel;796.5129324;0.583530458
La Rita;Linear regression;796.5838237;0.561972356
La Rita;Linear regression;796.5838237;0.561972356
La Rita;Linear regression;796.5838237;0.561972356
La Rita;Linear regression;796.5838237;0.561972356
28 Millas;ESN;796.6950942;0.349402406
28 Millas;ESN;796.7738492;0.328000925
28 Millas;ESN;796.7738492;0.328000925
La Rita;Linear regression;796.816162;0.559847935
La Rita;Linear regression;796.816162;0.559847935
La Rita;Linear regression;796.816162;0.559847935
28 Millas;ESN;796.8330258;0.367444029
La Rita;ElasticNet regression;796.8496758;0.46449315
La Rita;ElasticNet regression;796.8496758;0.46449315
28 Millas;ESN;797.0410027;0.385617544
28 Millas;ESN;797.0410027;0.385617544
La Rita;SVR - linear kernel;797.1545222;0.554315958
La Rita;SVR - linear kernel;797.3137279;0.555784047
28 Millas;ESN;797.3726374;0.342332821
28 Millas;SVR - linear kernel;797.3755887;0.464004658
La Rita;SVR - linear kernel;797.3775125;0.583783617
28 Millas;ESN;797.595887;0.458903342
28 Millas;ESN;797.595887;0.458903342
28 Millas;ESN;797.6499085;0.448638458
28 Millas;ESN;797.6499085;0.448638458
28 Millas;ESN;797.6499085;0.448638458
28 Millas;ESN;797.6499085;0.448638458
La Rita;SVR - linear kernel;797.8108383;0.556473228
28 Millas;SVR - linear kernel;797.8253485;0.451180746
La Rita;SVR - linear kernel;797.8784778;0.568305332
28 Millas;ESN;797.933098;0.331946941
28 Millas;ESN;797.933098;0.331946941
28 Millas;ESN;797.933098;0.331946941
28 Millas;ESN;797.933098;0.331946941
La Rita;SVR - linear kernel;798.1457418;0.564435229
La Rita;SVR - linear kernel;798.1533175;0.54553989
La Rita;SVR - linear kernel;798.4739078;0.567513811
28 Millas;SVR - linear kernel;798.5597035;0.447813751
La Rita;ElasticNet regression;798.5827868;0.476860606
La Rita;ElasticNet regression;798.5827868;0.476860606
La Rita;ElasticNet regression;798.5827868;0.476860606
La Rita;ElasticNet regression;798.5827868;0.476860606
28 Millas;ESN;798.6503881;0.394851232
28 Millas;SVR - linear kernel;798.8784877;0.492915539
La Rita;SVR - linear kernel;799.0078393;0.568305387
La Rita;ElasticNet regression;799.0460104;0.467075116
La Rita;ElasticNet regression;799.0460104;0.467075116
La Rita;ElasticNet regression;799.0460104;0.467075116
La Rita;ElasticNet regression;799.0460104;0.467075116
28 Millas;ESN;799.0759613;0.40985808
28 Millas;ESN;799.0759613;0.40985808
28 Millas;ESN;799.0759613;0.40985808
28 Millas;ESN;799.0759613;0.40985808
28 Millas;SVR - linear kernel;799.2361409;0.464447694
La Rita;ElasticNet regression;799.6154311;0.470967776
La Rita;ElasticNet regression;799.6154311;0.470967776
La Rita;ElasticNet regression;799.6154311;0.470967776
La Rita;ElasticNet regression;799.6154311;0.470967776
28 Millas;ESN;799.8429262;0.353321601
28 Millas;ESN;799.8429262;0.353321601
28 Millas;ESN;800.7906177;0.441984707
28 Millas;ESN;800.7906177;0.441984707
La Rita;ElasticNet regression;800.8122707;0.467782564
La Rita;ElasticNet regression;800.8122707;0.467782564
La Rita;SVR - linear kernel;800.9372857;0.555501698
La Rita;SVR - linear kernel;801.0556016;0.48028363
28 Millas;ESN;801.1634604;0.375729029
28 Millas;ESN;801.1756026;0.411446342
28 Millas;ESN;801.1756026;0.411446342
28 Millas;ESN;801.1756026;0.411446342
28 Millas;ESN;801.1756026;0.411446342
La Rita;ElasticNet regression;801.2703512;0.478156185
La Rita;ElasticNet regression;801.2703512;0.478156185
28 Millas;ESN;801.3631038;0.323032275
28 Millas;ESN;801.3631038;0.323032275
28 Millas;ESN;801.3631038;0.323032275
28 Millas;ESN;801.3631038;0.323032275
La Rita;SVR - linear kernel;801.6115437;0.569128458
28 Millas;ESN;801.6249238;0.363914965
28 Millas;ESN;801.6249238;0.363914965
28 Millas;ESN;801.6249238;0.363914965
28 Millas;ESN;801.6249238;0.363914965
28 Millas;ESN;801.6869612;0.381962204
28 Millas;ESN;801.6869612;0.381962204
28 Millas;ESN;801.6869612;0.381962204
28 Millas;ESN;801.6869612;0.381962204
28 Millas;SVR - linear kernel;801.8966034;0.446170781
28 Millas;ESN;801.9753099;0.336800614
La Rita;ElasticNet regression;802.0533687;0.506763539
La Rita;ElasticNet regression;802.0533687;0.506763539
La Rita;ElasticNet regression;802.0533687;0.506763539
La Rita;ElasticNet regression;802.0533687;0.506763539
La Rita;ElasticNet regression;802.1085127;0.471798085
La Rita;ElasticNet regression;802.1085127;0.471798085
La Rita;SVR - linear kernel;802.2929111;0.577886052
28 Millas;SVR - linear kernel;802.5723116;0.497823366
28 Millas;SVR - linear kernel;802.6089535;0.464039197
28 Millas;ESN;802.6922784;0.301313941
28 Millas;ESN;802.6922784;0.301313941
28 Millas;ESN;802.6922784;0.301313941
La Rita;ElasticNet regression;803.0012318;0.481174744
